
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 05월 19일~06월 17일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
노원,407,05-23,      18.9,      25.9,      12.3,       2.6,,,,,,,       1.5
동대문,408,05-23,      20.4,      26.0,      15.6,       2.4,,,,,,,       1.9
중랑,409,05-23,      20.6,      26.1,      15.8,       2.3,,,,,,,       2.2
기상청,410,05-23,      19.8,      25.3,      15.0,       3.4,,,,,,,       1.5
마포,411,05-23,      20.0,      25.5,      15.7,       2.4,,,,,,,       2.2
서대문,412,05-23,      19.0,      25.5,      13.8,       2.4,,,,,,,       1.3
광진,413,05-23,      20.2,      25.8,      15.4,       2.2,,,,,,,       1.8
성북,414,05-23,      19.5,      25.1,      14.7,       2.6,,,,,,,       1.7
용산,415,05-23,      20.3,      25.9,      15.6,       2.4,,,,,,,       1.8
은평,416,05-23,      18.7,      25.0,      13.2,       2.3,,,,,,,       1.6
금천,417,05-23,      19.6,      24.9,      15.4,       2.7,,,,,,,       2.0
중구,419,05-23,      18.7,      25.1,      14.1,       2.3,,,,,,,       1.6
성동,421,05-23,      20.5,      25.6,      15.9,       2.4,,,,,,,       2.3
구로,423,05-23,      19.1,      25.2,      13.9,       2.5,,,,,,,       1.9
강북,424,05-23,      20.4,      26.0,      15.3,       2.7,,,,,,,       1.8
남현,425,05-23,      19.3,      25.7,      13.4,       2.2,,,,,,,       1.2
부천,433,05-23,      19.4,      24.7,      14.7,       3.1,,,,,,,       1.3
안양,434,05-23,      19.4,      24.5,      14.8,       3.0,,,,,,,       2.1
광명,437,05-23,      19.7,      25.1,      15.3,       3.3,,,,,,,       2.0
군포,438,05-23,      19.5,      25.1,      14.8,       3.1,,,,,,,       1.5
김포,441,05-23,      18.1,      23.9,      13.3,       3.0,,,,,,,       2.0
하남,444,05-23,      19.5,      26.2,      13.6,       2.7,,,,,,,       0.9
의왕,445,05-23,      17.9,      24.1,      12.4,       3.0,,,,,,,       1.0
포천,504,05-23,      18.8,      26.0,      12.4,       2.5,,,,,,,       1.5
가평조종,505,05-23,      17.4,      25.0,      10.2,       2.4,,,,,,,       1.2
영등포,510,05-23,      20.3,      25.8,      16.1,       2.4,,,,,,,       1.7
인천연수,512,05-23,      18.4,      23.9,      13.8,       2.9,,,,,,,       1.7
안성,516,05-23,      19.4,      25.8,      13.4,       2.2,,,,,,,       1.3
간성,517,05-23,      17.9,      22.9,      12.7,       3.6,,,,,,,       1.8
평창,526,05-23,      17.4,      24.8,      10.6,       2.2,,,,,,,       1.3
의정부,532,05-23,      18.6,      25.4,      12.5,       2.6,,,,,,,       1.1
횡성,536,05-23,      18.1,      26.1,      11.3,       2.1,,,,,,,       1.2
고양,540,05-23,      18.6,      25.9,      12.4,       2.7,,,,,,,       1.3
남양주,541,05-23,      18.4,      25.8,      11.6,       2.6,,,,,,,       1.2
안산,545,05-23,      17.6,      24.6,      11.6,       2.0,,,,,,,       1.6
경기광주,546,05-23,      18.2,      25.2,      12.3,       2.6,,,,,,,       1.6
여주,548,05-23,      19.0,      26.1,      12.6,       1.8,,,,,,,       1.3
용인,549,05-23,      18.1,      25.1,      11.9,       2.4,,,,,,,       1.5
오산,550,05-23,      18.8,      25.8,      13.0,       2.4,,,,,,,       1.3
평택,551,05-23,      19.5,      25.9,      14.1,       2.1,,,,,,,       1.8
화천,555,05-23,      17.9,      26.0,      11.2,       2.2,,,,,,,       1.1
양구,556,05-23,      17.4,      25.7,      10.8,       2.3,,,,,,,       1.2
시흥,565,05-23,      18.7,      24.3,      13.7,       2.7,,,,,,,       1.7
구리,569,05-23,      19.5,      26.1,      13.9,       2.5,,,,,,,       1.4
금곡,570,05-23,      17.9,      23.7,      13.0,       2.6,,,,,,,       1.4
화성,571,05-23,      18.2,      24.4,      13.2,       2.9,,,,,,,       1.4
성남,572,05-23,      19.9,      26.0,      14.2,       2.6,,,,,,,       1.2
과천,590,05-23,      19.1,      25.5,      13.0,       2.6,,,,,,,       1.9
진부령,595,05-23,      15.8,      21.8,      10.7,       4.2,,,,,,,       3.0
양주,598,05-23,      18.6,      25.5,      12.1,       2.3,,,,,,,       1.4
단양,601,05-23,      18.9,      26.5,      12.3,       2.1,,,,,,,       1.0
진천,602,05-23,      18.5,      25.8,      11.9,       2.6,,,,,,,       1.3
괴산,603,05-23,      18.3,      25.6,      11.6,       2.7,,,,,,,       1.2
옥천,604,05-23,      18.8,      25.9,      12.1,       2.5,,,,,,,       1.2
세종연서,611,05-23,      18.5,      25.8,      12.3,       2.5,,,,,,,       1.4
공주,612,05-23,      19.3,      26.3,      12.9,       3.1,,,,,,,       1.5
서천,614,05-23,      18.2,      23.8,      13.1,       2.8,,,,,,,       2.0
논산,615,05-23,      19.2,      25.9,      13.0,       2.4,,,,,,,       1.8
당진,616,05-23,      17.9,      24.2,      12.6,       2.6,,,,,,,       2.2
청양,618,05-23,      17.8,      25.1,      11.0,       2.9,,,,,,,       1.4
음성,619,05-23,      17.9,      25.8,      10.7,       2.1,,,,,,,       1.4
증평,623,05-23,      18.7,      26.1,      12.0,       2.3,,,,,,,       1.3
태안,627,05-23,      17.9,      23.4,      13.2,       3.0,,,,,,,       1.8
예산,628,05-23,      19.1,      25.8,      13.3,       2.2,,,,,,,       2.1
아산,634,05-23,      19.0,      25.4,      13.8,       2.0,,,,,,,       1.9
계룡,636,05-23,      17.9,      25.2,      10.6,       2.9,,,,,,,       1.1
오월드,642,05-23,      20.2,      26.6,      14.2,       2.7,,,,,,,       1.4
세천,643,05-23,      18.6,      25.9,      11.8,       2.4,,,,,,,       1.1
장동,648,05-23,      19.2,      25.9,      12.6,       2.5,,,,,,,       1.1
부평,649,05-23,      18.9,      26.6,      12.2,       1.7,,,,,,,       0.5
연천청산,652,05-23,      18.8,      26.0,      12.4,       2.3,,,,,,,       1.3
양양,670,05-23,      19.1,      24.3,      14.1,       2.5,,,,,,,       2.6
사북,674,05-23,      16.4,      23.0,       9.8,       1.2,,,,,,,       2.7
무안,699,05-23,      18.5,      24.6,      13.1,       1.8,,,,,,,       1.8
무주,701,05-23,      17.8,      25.7,      10.5,       2.1,,,,,,,       1.4
익산,702,05-23,      19.1,      25.5,      13.1,       2.3,,,,,,,       1.7
진안,703,05-23,      17.0,      24.3,       9.9,       2.5,,,,,,,       1.6
담양,706,05-23,      19.0,      26.0,      12.6,       2.2,,,,,,,       1.8
광산,708,05-23,      19.3,      26.3,      12.8,       1.9,,,,,,,       1.8
구례,709,05-23,      19.5,      27.3,      12.2,       2.3,,,,,,,       1.4
나주,710,05-23,      19.2,      26.5,      13.0,       2.4,,,,,,,       1.4
순천시,712,05-23,      20.1,      25.7,      14.9,       3.2,,,,,,,       1.9
광양읍,713,05-23,      19.8,      26.6,      13.7,       3.0,,,,,,,       1.4
조선대,722,05-23,      19.8,      26.1,      13.9,       2.0,,,,,,,       2.0
거문도,723,05-23,      18.4,      21.8,      15.7,       3.8,,,,,,,       3.0
추자도,724,05-23,      17.2,      20.4,      14.7,       3.4,,,,,,,       3.4
장성,730,05-23,      18.7,      26.1,      12.1,       2.0,,,,,,,       1.6
영암,731,05-23,      19.2,      25.4,      13.4,       2.1,,,,,,,       2.3
보성,732,05-23,      17.9,      24.3,      11.6,       3.5,,,,,,,       1.8
완주,734,05-23,      19.1,      26.4,      12.2,       2.4,,,,,,,       2.0
김제,737,05-23,      19.4,      25.4,      14.1,       2.0,,,,,,,       2.3
화순,741,05-23,      19.1,      26.6,      12.5,       2.1,,,,,,,       1.2
함평,754,05-23,      18.9,      25.5,      13.1,       2.1,,,,,,,       1.7
곡성,768,05-23,      19.0,      26.4,      12.4,       2.0,,,,,,,       1.3
성판악,782,05-23,      15.6,      19.8,      11.6,      11.4,,,,,,,       2.5
풍암,788,05-23,      19.9,      27.0,      13.5,       2.1,,,,,,,       1.3
압해도,789,05-23,      18.5,      23.8,      14.4,       1.9,,,,,,,       2.7
영양,801,05-23,      17.4,      25.0,      10.2,       2.9,,,,,,,       1.5
성주,810,05-23,      19.6,      27.0,      12.2,       2.6,,,,,,,       1.3
고령,812,05-23,      19.2,      27.1,      11.9,       3.1,,,,,,,       1.0
청도,813,05-23,      19.2,      27.1,      12.1,       3.3,,,,,,,       1.5
예천,815,05-23,      18.6,      26.3,      11.5,       2.8,,,,,,,       1.3
김천,822,05-23,      19.5,      27.3,      11.9,       2.4,,,,,,,       1.1
군위,823,05-23,      18.7,      26.8,      11.1,       2.6,,,,,,,       1.4
칠곡,825,05-23,      20.1,      27.5,      13.1,       2.7,,,,,,,       1.8
경산,827,05-23,      20.7,      27.8,      14.2,       3.1,,,,,,,       1.9
달성,828,05-23,      20.4,      27.9,      13.7,       2.5,,,,,,,       1.6
대구서구,846,05-23,      21.2,      27.9,      15.0,       2.5,,,,,,,       2.0
신암,860,05-23,      21.0,      27.2,      15.3,       2.6,      55.3,       7.8,       4.9,,    1003.3,    1010.2,       2.2
완산,864,05-23,      19.8,      26.4,      13.7,       2.0,      62.9,       7.4,       4.8,       4.7,    1003.8,    1010.2,       1.8
삼척,876,05-23,      18.8,      23.8,      14.1,       2.8,,,,,,,       2.1
울기,901,05-23,      17.5,      21.2,      14.8,       3.7,,,,,,,       2.5
삼천포,907,05-23,      19.1,      23.6,      15.6,       4.5,,,,,,,       1.8
영도,910,05-23,      17.8,      21.4,      14.9,       3.8,,,,,,,       3.3
고성,918,05-23,      19.3,      25.2,      14.1,       4.4,,,,,,,       2.0
창녕,919,05-23,      19.9,      28.0,      12.3,       2.9,,,,,,,       1.8
함안,920,05-23,      19.4,      27.8,      12.3,       3.5,,,,,,,       1.3
가덕도,921,05-23,      18.5,      22.8,      15.5,       3.3,,,,,,,       3.5
기장,923,05-23,      18.7,      23.9,      13.7,       4.7,,,,,,,       1.7
간절곶,924,05-23,      17.5,      20.7,      14.8,       4.1,,,,,,,       3.5
하동,932,05-23,      20.0,      26.7,      14.0,       4.0,,,,,,,       1.5
해운대,937,05-23,      19.0,      23.7,      15.0,       4.9,,,,,,,       2.2
부산진,938,05-23,      20.1,      25.1,      15.9,       4.6,,,,,,,       2.2
동래,940,05-23,      20.1,      25.4,      15.4,       4.4,,,,,,,       1.8
북구,941,05-23,      19.8,      25.1,      15.2,       4.5,,,,,,,       2.0
부산남구,942,05-23,      19.8,      24.0,      16.0,       4.6,,,,,,,       2.0
정자,949,05-23,      18.7,      24.1,      13.8,       3.6,,,,,,,       2.6
속초,90,05-24,      17.6,      22.4,      13.4,       4.0,      69.7,       6.9,,,    1006.9,    1009.0,       2.4
철원,95,05-24,      18.0,      24.1,      12.1,       2.4,      66.0,       7.2,,,     991.6,    1009.5,       2.0
동두천,98,05-24,      18.9,      26.0,      13.0,       2.2,      64.0,       7.3,,,     997.0,    1010.0,       1.5
파주,99,05-24,      18.1,      25.2,      12.2,       2.4,      71.3,       7.5,,,    1006.9,    1010.5,       1.5
대관령,100,05-24,      14.0,      20.2,       8.3,       4.9,      69.1,       7.6,,,     918.2,    1009.6,       3.5
춘천,101,05-24,      18.9,      25.5,      13.0,       2.5,      67.0,       7.3,,,    1000.8,    1009.7,       1.3
백령도,102,05-24,      16.0,      20.3,      12.6,       2.6,      70.1,       7.8,       5.2,,     994.2,    1009.9,       4.5
강릉,105,05-24,      19.4,      24.2,      14.9,       3.9,      59.9,       7.0,,,    1006.3,    1009.4,       2.4
동해,106,05-24,      18.0,      22.6,      13.9,       2.5,      66.9,       7.3,,,    1004.7,    1009.1,       2.3
서울,108,05-24,      19.6,      24.9,      15.0,       2.9,      60.9,       7.1,       4.9,       5.2,     999.8,    1009.8,       2.4
인천,112,05-24,      18.0,      22.7,      14.5,       3.0,      71.6,       7.7,       5.0,       4.5,    1001.7,    1009.8,       2.5
원주,114,05-24,      19.3,      25.6,      13.4,       2.7,      62.1,       7.0,,,     992.4,    1009.7,       1.1
울릉도,115,05-24,      17.2,      21.0,      13.9,       3.7,      69.4,       7.8,       5.3,       5.3,     984.1,    1009.8,       3.7
수원,119,05-24,      19.0,      24.9,      13.8,       3.0,      67.1,       7.4,       4.9,       5.0,    1006.1,    1010.2,       1.8
영월,121,05-24,      18.3,      25.8,      11.3,       1.7,      64.1,       7.4,,,     982.2,    1009.9,       1.3
충주,127,05-24,      18.9,      25.6,      12.5,       2.6,      61.2,       7.6,,,     998.7,    1010.0,       1.6
서산,129,05-24,      18.0,      23.8,      13.0,       4.2,      72.0,       7.8,,,    1007.4,    1010.3,       2.6
울진,130,05-24,      17.5,      22.3,      13.0,       3.0,      71.2,       7.5,,,    1003.6,    1009.5,       3.0
청주,131,05-24,      20.0,      26.0,      14.7,       2.5,      58.4,       7.8,       4.9,       5.5,    1003.4,    1010.1,       1.8
대전,133,05-24,      19.8,      25.7,      14.2,       2.5,      63.4,       7.9,       4.8,       5.1,    1002.1,    1010.1,       1.9
추풍령,135,05-24,      18.4,      24.8,      12.1,       2.6,      62.3,       7.7,,,     981.8,    1010.0,       2.5
안동,136,05-24,      19.2,      26.0,      12.6,       2.7,      62.8,       7.6,       4.9,       5.7,     993.7,    1010.0,       1.6
상주,137,05-24,      20.0,      26.6,      14.0,       2.3,      58.7,       8.2,,,     999.1,    1010.4,       1.6
포항,138,05-24,      19.9,      24.8,      15.8,       3.2,      63.9,       7.5,       5.1,       5.7,    1009.8,    1010.2,       2.6
군산,140,05-24,      18.5,      23.6,      14.3,       2.6,      75.5,       7.6,,,    1007.3,    1010.4,       3.1
울산,152,05-24,      19.6,      25.1,      14.6,       4.1,      64.7,       7.1,       5.0,,    1005.2,    1010.1,       1.9
창원,155,05-24,      19.8,      25.1,      15.4,       4.2,      66.7,       7.6,       4.9,,    1007.4,    1010.0,       1.9
광주,156,05-24,      20.1,      26.1,      14.8,       1.7,      63.8,       7.7,       4.9,,    1001.8,    1010.3,       2.2
부산,159,05-24,      19.0,      23.3,      15.8,       5.3,      68.8,       7.8,       4.9,       4.4,    1002.0,    1010.2,       3.2
통영,162,05-24,      18.7,      23.3,      15.1,       5.3,      73.1,       7.7,,,    1006.9,    1010.6,       2.1
목포,165,05-24,      18.8,      23.7,      14.9,       2.0,      73.8,       7.5,       5.0,       4.6,    1005.7,    1010.6,       3.2
여수,168,05-24,      19.2,      23.1,      16.1,       4.5,      68.4,       7.8,       5.0,       5.3,    1002.5,    1010.4,       3.4
흑산도,169,05-24,      16.5,      20.2,      13.5,       2.9,      80.8,       6.6,       5.6,,    1001.3,    1010.5,       4.4
완도,170,05-24,      18.9,      23.7,      14.8,       3.7,      70.5,       7.0,,,    1006.9,    1010.4,       3.2
고창,172,05-24,      19.3,      26.1,      13.6,       1.1,      73.0,       8.2,,,    1006.1,    1012.2,       2.4
제주,184,05-24,      19.3,      23.0,      16.3,       2.2,      69.7,       7.0,       5.5,       4.6,    1008.1,    1010.6,       2.6
고산,185,05-24,      18.1,      21.4,      15.6,       2.6,      80.7,       6.8,,,    1001.7,    1010.2,       5.1
성산,188,05-24,      18.8,      23.0,      14.6,       4.5,      73.3,       6.9,,,    1008.5,    1010.7,       2.6
서귀포,189,05-24,      19.9,      23.3,      17.0,       6.0,      71.1,       6.8,       5.6,       4.1,    1004.2,    1010.2,       2.1
진주,192,05-24,      19.3,      26.1,      12.9,       3.6,      66.7,       7.6,,,    1007.1,    1010.2,       1.4
강화,201,05-24,      17.2,      22.5,      12.3,       3.1,      70.9,       7.4,,,    1004.9,    1010.4,       2.0
양평,202,05-24,      18.9,      25.7,      12.8,       2.4,      65.9,       7.4,,,    1005.0,    1010.6,       1.2
이천,203,05-24,      18.9,      25.6,      12.7,       2.7,      61.8,       7.5,,,    1001.1,    1010.0,       1.4
인제,211,05-24,      17.3,      24.5,      11.0,       2.6,      66.0,       7.0,,,     986.8,    1010.0,       2.0
홍천,212,05-24,      18.2,      25.7,      11.6,       2.5,      62.8,       7.4,,,     993.9,    1010.3,       1.2
태백,216,05-24,      15.9,      22.4,       9.9,       2.8,      60.2,       7.5,,,     928.8,    1009.1,       1.7
정선군,217,05-24,      18.5,      27.3,      11.1,       1.2,      59.9,       8.0,,,     975.9,    1011.2,       1.5
제천,221,05-24,      17.6,      24.7,      10.8,       2.5,      64.0,       7.8,,,     980.0,    1010.2,       1.6
보은,226,05-24,      18.0,      25.1,      11.3,       2.3,      64.2,       8.0,,,     989.7,    1009.8,       1.3
천안,232,05-24,      18.8,      25.3,      12.7,       2.9,      63.1,       7.7,,,    1006.2,    1010.1,       1.7
보령,235,05-24,      18.0,      23.2,      13.2,       2.9,      72.2,       7.8,,,    1008.5,    1010.6,       1.9
부여,236,05-24,      18.9,      25.8,      12.9,       3.0,      67.3,       7.8,,,    1009.0,    1010.5,       1.3
금산,238,05-24,      18.3,      25.6,      11.4,       2.1,      63.8,       8.0,,,     990.5,    1010.4,       1.3
부안,243,05-24,      18.6,      24.6,      13.5,       1.9,      70.3,       7.9,,,    1009.5,    1010.6,       1.8
